"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"hsa04512","ECM-receptor interaction",86,0.392571453372761,1.75647066951275,0.0005813077741114,0.00880153856236008,0.00880153856236008,2835,"tags=24%, list=14%, signal=21%","1287/1288/3675/7148/3691/3909/3655/80144/3918/7448/1311/3914/1291/961/3911/1292/255743/1101/1286/3908/1285",0.477270815362862
"hsa03082","ATP-dependent chromatin remodeling",102,-0.384532361142646,-1.75495230224436,0.000362356813846637,0.00598751497165633,0.00598751497165633,5761,"tags=46%, list=28%, signal=33%","54107/6598/125476/2186/57459/93973/54891/29844/124944/6944/60/64431/11176/8089/6760/3066/11177/5977/57492/1107/3015/9643/84295/5928/9219/94239/54617/54556/6599/55257/404281/26039/51377/5931/9031/8295/54108/1108/9555/55193/54815/6597/57634/3065/8289/79913/65980",0.49849310876659
"hsa05171","Coronavirus disease",206,0.349353520445201,1.73709910193501,8.16676485557795e-06,0.000402276854736056,0.000402276854736056,4774,"tags=39%, list=24%, signal=30%","715/6165/716/720/718/7132/6147/6403/721/4736/200916/23521/6164/185/6166/730/6228/6774/2353/4314/629/6208/6230/6234/6152/6189/6138/6188/6217/6160/6134/6130/6176/51065/6207/6141/6124/3921/6235/25873/6206/6233/6122/6202/1440/6205/6223/6171/5295/9349/6181/6137/6161/3572/6143/5595/6168/3661/51121/729/6158/5291/6133/6210/6155/2197/6154/6232/6129/5602/6191/6170/6203/7098/6144/3569/6169/6209/5648/1675",0.593325476396405
"hsa04658","Th1 and Th2 cell differentiation",86,-0.394853325595187,-1.72759022419715,0.000612257967123758,0.00885222977466434,0.00885222977466434,4625,"tags=38%, list=23%, signal=29%","917/10683/4773/3120/916/5335/915/2625/3561/4854/1432/6772/3516/3108/3115/3113/3718/3122/3594/7297/3717/4794/3123/3458/3460/3109/3111/920/3117/27040/3559/3595/182",0.477270815362862
"hsa05330","Allograft rejection",33,-0.470936619919301,-1.69613938013634,0.00450079440187104,0.040045529678186,0.040045529678186,3175,"tags=35%, list=16%, signal=30%","356/3108/3115/3113/3122/3123/3458/942/3109/3111/3117/941",0.407017918923954
"hsa00071","Fatty acid degradation",42,0.43972855402199,1.69239235641782,0.00448945851170963,0.040045529678186,0.040045529678186,5899,"tags=55%, list=29%, signal=39%","37/130/224/113612/126/124/125/128/81616/127/1374/38/219/1632/3032/501/1892/2180/126129/34/35/10449/223",0.407017918923954
"hsa03272","Virion - Hepatitis viruses",41,0.448813279535869,1.68775496441048,0.00406532702617228,0.0381261750832913,0.0381261750832913,6897,"tags=59%, list=34%, signal=39%","928/24146/5010/100506658/9076/3916/9080/9069/4072/6554/975/9798/3339/7251/949/57132/967/10686/5119/1803/1365/137075/27183/7122",0.407017918923954
"hsa04518","Integrin signaling",150,0.348262535721717,1.674036571389,0.000209635216196605,0.00382860105369589,0.00382860105369589,2835,"tags=22%, list=14%, signal=19%","1287/1288/3675/7148/3691/80310/3909/718/3791/4233/3655/80144/3918/999/894/7448/1311/3914/1291/896/3911/55742/1292/3480/255743/10000/1101/5295/1286/81/208/3908/1285",0.518848077743792
"hsa04923","Regulation of lipolysis in adipocytes",52,0.411657809175123,1.67295886718019,0.00997435159610741,0.0640944445157272,0.0640944445157272,3590,"tags=35%, list=18%, signal=29%","8660/11343/11145/4881/5593/2167/115/5346/364/10000/57104/63924/5295/208/109/5733/5291/54979",0.380730400722792
"hsa04975","Fat digestion and absorption",29,0.478348220285354,1.66905088550875,0.00829898609190225,0.05999475362271,0.05999475362271,3029,"tags=38%, list=15%, signal=32%","5320/5322/2806/338/81579/8513/10554/8611/8613/391013/38",0.380730400722792
"hsa04672","Intestinal immune network for IgA production",44,-0.436284405366554,-1.65894455559454,0.00543608410530088,0.0449124091557002,0.0449124091557002,4924,"tags=44%, list=24%, signal=34%","608/29851/958/5284/3120/56477/3108/3601/3115/10673/3113/3122/7040/3123/942/3109/3111/3676/3117/941",0.407017918923954
"hsa04666","Fc gamma R-mediated phagosome formation",95,-0.368100977813163,-1.65557211526865,0.00201221442502479,0.0225238195317291,0.0225238195317291,4930,"tags=39%, list=24%, signal=30%","10096/10094/5880/5579/998/5335/85477/5788/9846/8936/6850/7454/5578/4067/3636/65108/81873/10451/5293/255189/3984/10810/3055/5337/2212/7409/1785/8394/5058/27040/4082/1399/5580/2214/2209/50807/4651",0.431707695803346
"hsa05218","Melanoma",64,0.393924087305685,1.64920039337575,0.00339377894201067,0.0336468940822201,0.0336468940822201,4396,"tags=39%, list=22%, signal=31%","80310/1026/4233/8817/2247/999/2246/2255/3480/581/10000/1643/1647/8823/5295/208/5595/369/5728/5291/4193/2254/572/10912/4616",0.431707695803346
"hsa00760","Nicotinate and nicotinamide metabolism",34,0.453774731376128,1.63669705825617,0.0081515840727899,0.05999475362271,0.05999475362271,3635,"tags=38%, list=18%, signal=31%","4837/83594/316/23408/683/55191/23410/30833/23057/349565/4907/23098/22933",0.380730400722792
"hsa00620","Pyruvate metabolism",44,0.414569416053227,1.63277272221969,0.0122111282600705,0.0729639629116237,0.0729639629116237,6115,"tags=50%, list=30%, signal=35%","10873/98/9380/130/224/126/124/125/5105/128/127/3939/38/219/84532/3029/501/32/97/223/4191/5315",0.380730400722792
"hsa05213","Endometrial cancer",57,0.404812778262997,1.63260223700205,0.0049428687770504,0.0428793866409122,0.0428793866409122,4670,"tags=39%, list=23%, signal=30%","1026/2309/999/29119/4609/581/10000/1643/1647/5295/1495/208/5595/369/5728/5291/8313/572/51176/10912/4616/2064",0.407017918923954
"hsa04978","Mineral absorption",52,0.401464344275493,1.63153308316482,0.0131436905865738,0.0747682071072315,0.0747682071072315,3877,"tags=35%, list=19%, signal=28%","261729/4489/79901/4501/4502/4493/4499/26872/9843/476/4495/540/142680/4494/493/140803/6547/3163",0.380730400722792
"hsa05140","Leishmaniasis",72,-0.382970856343851,-1.61664556705915,0.00335529254601401,0.0336468940822201,0.0336468940822201,4887,"tags=42%, list=24%, signal=32%","51135/4688/3120/5579/10454/7097/2002/4689/1432/6772/1378/65108/3108/3115/3113/3122/3717/7040/1536/3123/3458/2212/3460/3109/3689/3111/1379/3676/3117/2214/2209",0.431707695803346
"hsa00100","Steroid biosynthesis",20,-0.499853701440342,-1.60387900012976,0.0262242114926531,0.12776695527672,0.12776695527672,4052,"tags=50%, list=20%, signal=40%","6307/51478/3930/2222/1591/3988/1056/6713/6646/1594",0.352487857583619
"hsa03020","RNA polymerase",34,-0.436606508672596,-1.60301557886295,0.0130293369554879,0.0747682071072315,0.0747682071072315,1711,"tags=24%, list=8%, signal=22%","10623/221830/11128/55703/10621/246721/5440/548644",0.380730400722792
"hsa05412","Arrhythmogenic right ventricular cardiomyopathy",81,0.366756720461443,1.59806755908311,0.00697824344077061,0.0550329653169864,0.0550329653169864,5820,"tags=42%, list=29%, signal=30%","3675/3691/1832/5318/1837/3655/6645/3728/27092/29119/1674/786/2697/8082/778/55799/775/1495/3908/3679/1829/6547/776/51176/3693/8516/6641/3673/6444/784/8515/6934/4842/71",0.407017918923954
"hsa03410","Base excision repair",44,-0.419042273039577,-1.59338241035433,0.0107137106926075,0.0675937747333599,0.0675937747333599,4136,"tags=41%, list=20%, signal=33%","55247/8930/5985/55775/2237/10714/3146/142/5427/5984/10038/5983/5982/5111/6996/5423/5426/3980",0.380730400722792
"hsa04623","Cytosolic DNA-sensing pathway",67,-0.373152085985663,-1.58788263591605,0.00869173646250668,0.0603206510497963,0.0603206510497963,2995,"tags=27%, list=15%, signal=23%","661/29110/6352/57506/9447/4210/10623/3627/103/11128/115004/1777/55703/85364/79844/10621/9641/5440",0.380730400722792
"hsa00280","Valine, leucine and isoleucine degradation",47,0.397655454059368,1.58367511633731,0.0192973329672482,0.0984731549946344,0.0984731549946344,6180,"tags=53%, list=31%, signal=37%","4594/64064/316/224/4329/5095/594/587/64087/65985/38/54511/219/18/11112/26275/3032/501/1892/34/35/5096/10449/223/3155",0.352487857583619
"hsa04612","Antigen processing and presentation",70,-0.364249715959426,-1.57556749613157,0.011613354893362,0.0719613240713681,0.0719613240713681,4599,"tags=41%, list=23%, signal=32%","3805/3120/926/6891/5721/4800/925/1385/3108/3115/8625/8302/3823/3113/1508/3122/5641/3809/1520/972/5993/3123/3458/4261/3109/3111/920/3117/10437",0.380730400722792
"hsa05320","Autoimmune thyroid disease",33,-0.434959109265763,-1.56656170442023,0.0120205480097429,0.0729639629116237,0.0729639629116237,4765,"tags=44%, list=24%, signal=34%","958/3120/1493/356/3108/3115/3113/3122/3123/942/3109/3111/3117/7253/941",0.380730400722792
"hsa00010","Glycolysis / Gluconeogenesis",56,0.383943159479757,1.54532110029141,0.0124059764028409,0.0729639629116237,0.0729639629116237,2425,"tags=27%, list=12%, signal=24%","2821/5236/5213/130/224/126/124/125/5105/128/92579/441531/127/221/3939",0.380730400722792
"hsa04659","Th17 cell differentiation",100,-0.338427340210694,-1.53447395698802,0.00567451879561121,0.0457920470250486,0.0457920470250486,4625,"tags=37%, list=23%, signal=28%","917/4773/3120/916/5335/915/2625/3561/1432/6772/59067/3108/4087/3115/246778/3113/3718/3122/3594/7297/4088/3717/4794/7040/2475/3123/3458/3460/3109/3111/920/3117/10148/27040/3559/50943/50615",0.407017918923954
"hsa00250","Alanine, aspartate and glutamate metabolism",34,0.423581175293047,1.52779345256265,0.0180182566873141,0.0933184338880295,0.0933184338880295,4590,"tags=47%, list=23%, signal=36%","84706/2806/445/284716/27165/9945/339983/2744/440/7915/2571/189/8659/18/2875/443",0.352487857583619
"hsa00640","Propanoate metabolism",30,0.434985796433646,1.52078772929913,0.0365169870288322,0.160397398721579,0.160397398721579,5677,"tags=47%, list=28%, signal=34%","4594/4329/5095/594/3939/8801/18/84532/26275/8803/1892/32/35/5096",0.321775918075361
"hsa03022","Basal transcription factors",41,-0.398045119269355,-1.51578800610541,0.0313606862736873,0.147056191040128,0.147056191040128,5996,"tags=51%, list=30%, signal=36%","2961/2963/2969/83860/2957/9519/2968/51616/2966/6883/6881/6884/6882/54457/6874/6872/6877/2967/2960/27097/6873",0.321775918075361
"hsa04114","Oocyte meiosis",112,-0.326437173879518,-1.51367638404255,0.00826256786410186,0.05999475362271,0.05999475362271,2713,"tags=24%, list=13%, signal=21%","8243/9133/891/5501/245711/5528/4085/9232/991/7534/9088/151648/995/9134/699/983/10459/26271/5347/10734/6790/5566/27127/898/51434/9700/286151",0.380730400722792
"hsa05208","Chemical carcinogenesis - reactive oxygen species",206,0.303864920841843,1.51091501935133,0.000899120760769583,0.011555366814335,0.011555366814335,7302,"tags=48%, list=36%, signal=31%","291/2947/7386/1350/7385/4233/2309/4724/1728/4717/1646/2353/4537/2052/4725/2949/1340/27089/4711/1545/4718/2944/10000/506/4707/516/4728/4697/6647/1329/5587/2053/498/1347/5295/4705/4695/208/1346/5595/518/8644/369/196/4257/5728/5291/119391/4509/1327/517/509/572/4723/5602/4706/4508/6392/4710/4716/513/2941/7417/5603/1645/5970/29796/125965/1349/5605/2938/10476/4696/3725/5609/9167/292/4704/10105/4712/27035/1337/4258/440567/56901/10975/50507/4708/126328/7388/7422/1351/6655/207/1956/4792/4538/4698/340811",0.477270815362862
"hsa05150","Staphylococcus aureus infection",65,0.358994087944936,1.51064127733223,0.0159773387634798,0.0852944084758077,0.0852944084758077,2449,"tags=27%, list=12%, signal=24%","715/716/720/3880/718/3875/6403/721/3866/3426/3884/3075/629/3882/3857/3860/3868/3886",0.352487857583619
"hsa00592","alpha-Linolenic acid metabolism",22,0.457557484202736,1.49908725229533,0.0344788001399983,0.155305675888772,0.155305675888772,3590,"tags=32%, list=18%, signal=26%","5320/11145/5322/81579/151056/391013/54979",0.321775918075361
"hsa05332","Graft-versus-host disease",37,-0.407756654002965,-1.49640114598796,0.0234386071385839,0.11787241560998,0.11787241560998,3175,"tags=32%, list=16%, signal=27%","356/3108/3115/3113/3122/3123/3458/942/3109/3111/3117/941",0.352487857583619
"hsa04940","Type I diabetes mellitus",39,-0.3935971898559,-1.48737673402595,0.0242529352407634,0.120225264693498,0.120225264693498,3349,"tags=35%, list=17%, signal=29%","4049/356/3108/3115/5798/3113/3122/3123/3458/942/3109/3111/3117/941",0.352487857583619
"hsa04510","Focal adhesion",197,0.292231443102683,1.47967127372335,0.00370933241513783,0.0357538430014675,0.0357538430014675,3999,"tags=24%, list=20%, signal=20%","1287/1288/3675/7148/3691/80310/3909/3791/4233/8395/3655/3918/894/824/7448/1311/3914/103910/1291/5063/896/3911/55742/1292/3480/29895/10000/1101/858/857/5295/1286/81/208/3908/1285/1729/5595/2012/3679/25759/5728/5291/56924/10298/7408/572/131873",0.431707695803346
"hsa04519","Cadherin signaling",362,0.273695083220101,1.47945393581666,0.000353995711452361,0.00598751497165633,0.00598751497165633,4232,"tags=29%, list=21%, signal=23%","3880/56126/3875/1832/56124/3791/56127/1001/4233/4641/6327/3853/5318/3866/56122/23286/55800/8321/3884/999/7477/7483/3852/3728/3856/4301/56134/2569/29119/56137/1501/1674/4642/29930/56125/56131/5663/23002/144501/2560/22800/2697/55845/2185/2561/23500/60437/64398/11211/26999/7531/3882/3480/3857/64072/286887/1830/147798/54798/51474/2562/56129/3860/3868/7004/3886/64405/81/1495/4041/80326/57717/2568/3861/56145/5595/51421/56130/26524/7431/6330/56132/54361/1829/8313/6331/8325/1002/28513/56144/7408/25937/3855/55851/5098/56136/79633/2570/51176/5097/3850/126374/5602/8324/7410",0.49849310876659
"hsa04820","Cytoskeleton in muscle cells",218,0.290032293981507,1.47737317908183,0.00143668017434885,0.0166176006833016,0.0166176006833016,6131,"tags=37%, list=30%, signal=26%","1287/1288/3675/3691/64423/1832/5318/1837/3655/6645/3728/10529/1311/2274/7111/1674/58529/23345/1291/23002/79188/7139/9124/2199/6712/8082/27295/23500/1292/476/29895/57731/25802/127294/171024/1286/3908/1285/1729/51778/7431/84675/4620/26287/23224/6382/3679/1829/9172/4629/131873/64236/29766/7136/3339/287/3693/1634/8516/6711/2006/7140/6641/3673/6444/2026/2192/22989/161176/375790/8515/270/29767/71/8572/79784/7060/7125/4619/11155/3688",0.45505986738723
"hsa00330","Arginine and proline metabolism",47,0.36933950108853,1.47090595987907,0.0448846350130057,0.189938638408695,0.189938638408695,6166,"tags=52%, list=30%, signal=36%","1160/112817/57571/224/2806/4942/4129/58510/1159/4953/1159/1152/8974/219/112849/8659/4843/26/501/65263/4842/223/384/5625/4128",0.321775918075361
"hsa04151","PI3K-Akt signaling pathway",318,0.276026639480067,1.47059051928075,0.00058338728223136,0.00880153856236008,0.00880153856236008,3420,"tags=22%, list=17%, signal=18%","1287/1288/3675/7148/3691/80310/1026/3909/3791/2998/4233/2309/5623/8817/3655/3320/3918/2247/894/1942/2246/10681/7448/4915/1311/5563/7010/3914/2255/6446/1291/23035/4609/896/5105/3911/2322/9223/7531/1292/4804/3480/1946/3326/10000/374/1101/92579/9863/3164/1975/8823/1440/5934/5295/1286/54541/208/3908/4803/1285/5595/10110/6009/55970/1969/3679/5728/5291",0.477270815362862
"hsa04932","Non-alcoholic fatty liver disease",149,0.306360589316628,1.46966245240032,0.00530946513600348,0.0449124091557002,0.0449124091557002,6933,"tags=44%, list=34%, signal=29%","7386/1350/7132/7385/8660/4724/4717/3953/2353/5563/4725/1340/27089/4711/4718/581/10000/4707/4728/4697/1329/9021/1347/51085/5295/4705/4695/208/1346/9370/3952/5291/51422/4296/1327/4723/5602/4706/6392/355/3569/4710/4716/5603/5970/29796/125965/1349/4696/468/3725/9167/1965/4704/4712/5313/1337/440567/56901/10975/4708/126328/3643/6720/7388",0.407017918923954
"hsa00790","Folate biosynthesis",26,0.427032407454553,1.4675327803979,0.0399406229042317,0.173242451847105,0.173242451847105,5568,"tags=58%, list=28%, signal=42%","6697/5092/4337/5860/4338/7054/57016/8644/248/5053/55034/441282/5805/84105/2356",0.321775918075361
"hsa00514","Other types of O-glycan biosynthesis",47,0.36804617510185,1.46575524922866,0.0469403807689031,0.19624472441939,0.19624472441939,1583,"tags=21%, list=8%, signal=20%","117248/57452/64409/374378/50614/26290/79623/11227/63917/6480",0.321775918075361
"hsa04137","Mitophagy - animal",102,0.317820919847191,1.45691275160083,0.0146506458611744,0.0806948272036113,0.0806948272036113,5436,"tags=36%, list=27%, signal=27%","267/2309/51024/5071/10370/54543/338382/79671/79735/22879/11331/4077/22800/11345/54708/7030/84134/6233/8678/1459/79594/65018/8878/6477/7314/10133/5602/598/6237/5869/664/5878/7879/4976/5970/10651/11337",0.380730400722792
"hsa03420","Nucleotide excision repair",61,-0.35201304212784,-1.44702052984905,0.0320956299116612,0.147517789713135,0.147517789713135,1548,"tags=18%, list=8%, signal=17%","5427/5984/29935/2967/5983/5982/5111/5426/246721/5440/548644",0.321775918075361
"hsa05418","Fluid shear stress and atherosclerosis",132,0.298969117458983,1.43743968039011,0.00858653622981142,0.0603206510497963,0.0603206510497963,3545,"tags=22%, list=18%, signal=18%","2947/7132/3791/1728/3320/2353/5563/445/10365/2949/6401/1843/810/5607/2944/3326/10000/2950/2817/858/857/5295/208/3554/8878/6382/4257/5291/119391",0.380730400722792
"hsa04062","Chemokine signaling pathway",182,-0.286961515885084,-1.42612970330677,0.00997042049699874,0.0640944445157272,0.0640944445157272,5181,"tags=35%, list=26%, signal=26%","6654/5567/157/156/409/10663/113/54331/5880/2782/131890/5579/6354/998/5335/2773/56477/2885/7454/5294/4067/2784/1230/6772/5330/1794/23236/146850/5331/10451/1237/5293/5908/6352/2770/3718/6355/57580/2793/6464/3717/4893/53358/3055/6374/673/2792/1234/7409/10563/3845/10344/3627/2868/6373/5058/1399/5580/59345/4283/7074/5566/6011",0.380730400722792
"hsa04915","Estrogen signaling pathway",118,0.305854484103816,1.42411034237631,0.0138536419465494,0.0775357057331071,0.0775357057331071,3420,"tags=27%, list=17%, signal=23%","3880/3875/3866/3765/3320/5241/3710/3884/2353/2852/2100/2288/115/810/3882/3857/3326/10000/2289/3860/3868/3312/5295/3886/208/3861/109/5595/2775/5332/25759/5291",0.380730400722792
