"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","symbol","genename"
"ENSG00000205683",0.367016940327555,0.675112522804453,0.567544615507934,0.571820108177837,0.876674415780715,-5.37713496834486,"8110","DPF3","double PHD fingers 3"
"ENSG00000145681",-1.11714386188506,-0.00274553450339035,-0.48254607409791,0.630641792370816,0.896565114141516,-5.37724362683518,"1404","HAPLN1","hyaluronan and proteoglycan link protein 1"
"ENSG00000212283",-0.160012347302038,-1.03479602344168,-0.360539512855775,0.719326107245875,0.926965163859494,-5.37733214630065,"692205","SNORD89","small nucleolar RNA, C/D box 89"
"ENSG00000243144",-0.16855917064206,-1.1744073852812,-0.185585633273009,0.853205921621731,0.962263564598077,-5.37735509047715,"105375392","LINC02932","long intergenic non-protein coding RNA 2932"
"ENSG00000101443",-0.93764207699666,1.75408487221115,-0.702315618946176,0.484375405922912,0.842749719894497,-5.37748251644592,"10406","WFDC2","WAP four-disulfide core domain 2"
"ENSG00000185359",0.417103615600825,6.6585940969206,1.25826004204229,0.211696795209021,0.680831547311286,-5.37772155495368,"9146","HGS","hepatocyte growth factor-regulated tyrosine kinase substrate"
"ENSG00000142606",-0.437519492854433,0.252494342264047,-0.466636407378433,0.641937796490738,0.899781235772969,-5.37776018480559,"79258","MMEL1","membrane metalloendopeptidase like 1"
"ENSG00000243819",-0.00512951536524131,-2.26858864999474,-0.00875636116176957,0.993033766702891,0.998213211068107,-5.37784003954856,"106479524","RN7SL832P","RNA, 7SL, cytoplasmic 832, pseudogene"
"ENSG00000205086",0.0655765697913528,-3.01517417801219,0.0776443843458557,0.938290962937299,0.98616966126558,-5.37791867104033,"400950","LINC02898","long intergenic non-protein coding RNA 2898"
"ENSG00000152078",-0.56734400100415,1.72608076374685,-0.759294641875578,0.449748691822735,0.827082376579299,-5.37794937787513,"148534","TLCD4","TLC domain containing 4"
"ENSG00000011201",-0.854319454069917,5.36834032426363,-1.23367468037595,0.220678922850432,0.68805486143035,-5.37795804274487,"3730","ANOS1","anosmin 1"
"ENSG00000176919",0.257391228054189,-1.61380462304015,0.361880383720965,0.718327423521351,0.926656352900362,-5.37809186620997,"733","C8G","complement C8 gamma chain"
"ENSG00000143199",-0.120592126249988,-1.51457262995001,-0.274134088343646,0.784637734606078,0.944921962570481,-5.37813091692709,"55811","ADCY10","adenylate cyclase 10"
"ENSG00000265917",-0.205037959714206,-0.245788008237575,-0.484964787257283,0.628932062504829,0.896150747830839,-5.37815733484458,"100500802","MIR3685","microRNA 3685"
"ENSG00000206535",-0.250315731590195,1.29981746897336,-0.728922414875461,0.468025871407949,0.836281651142918,-5.37816352539215,"348801","LNP1","leukemia NUP98 fusion partner 1"
"ENSG00000162104",0.455771136915478,5.38018585237315,1.20956053128127,0.229755942593782,0.695835828017584,-5.37820792430795,"115","ADCY9","adenylate cyclase 9"
"ENSG00000165511",0.299999878393502,1.00534930578392,0.63055302315652,0.530001766824051,0.861366240787762,-5.37826980950814,"220979","ZNF22-AS1","ZNF22 antisense RNA 1"
"ENSG00000228624",-0.195931599975167,-0.501481576965604,-0.506612585950401,0.613720686074674,0.889825427241262,-5.37831133617885,"101927768","HDAC2-AS2","HDAC2 and HS3ST5 antisense RNA 2"
"ENSG00000144130",-0.133909602004406,-2.44235884165199,-0.180808072703686,0.856942851228524,0.963387041882674,-5.37841431985565,"284958","NT5DC4","5'-nucleotidase domain containing 4"
"ENSG00000130940",0.40396608815201,2.49752115405934,0.830270659302614,0.40868044359138,0.805139971573354,-5.3784980489939,"54897","CASZ1","castor zinc finger 1"
"ENSG00000138379",0.146374363097017,-0.830370714084809,0.259400238065436,0.795945229845692,0.947438475966064,-5.37851189456501,"2660","MSTN","myostatin"
"ENSG00000121879",-0.395848356661158,5.51920509244015,-1.22832304284517,0.222670445935994,0.690546168770465,-5.37854099430424,"5290","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
"ENSG00000126838",-0.199630302785019,-1.7306082555271,-0.309511861625438,0.757679478370471,0.938511341089665,-5.37858114525861,"5858","PZP","PZP alpha-2-macroglobulin like"
