"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","symbol","genename"
"ENSG00000234432",3.16163393277493,-1.67371722806513,4.13865876200113,8.10552756753474e-05,0.0358837982540362,0.964133797716132,"100129484","LINC02983","long intergenic non-protein coding RNA 2983"
"ENSG00000244694",2.81102935386959,1.38961749796694,4.0144788931816,0.000126746651774983,0.0428271998166431,0.92686597574104,"442213","PTCHD4","patched domain containing 4"
"ENSG00000124374",1.62430924375713,1.71636527497854,3.98331681065187,0.000141616031289761,0.044933730513378,0.86703115834304,"400961","PAIP2B","poly(A) binding protein interacting protein 2B"
"ENSG00000250102",-3.05006584679729,-5.62026819378077,-4.0689349747311,0.000104284421514625,0.038761029699536,0.866427861445817,"105377424","LINC02377","long intergenic non-protein coding RNA 2377"
"ENSG00000248370",-3.56530167804339,-4.89791020488429,-4.0211920915283,0.000123745398105296,0.0423632601039945,0.813201107592668,"105377606","LINC02434","long intergenic non-protein coding RNA 2434"
"ENSG00000231106",-3.26676963486523,0.70697890998299,-3.95609348693356,0.000155961337934057,0.0468241450884735,0.779926456643127,"100996609","LINC01436","long intergenic non-protein coding RNA 1436"
"ENSG00000082213",-1.04601375774783,4.56913887972428,-3.98929437736877,0.000138639961733404,0.044933730513378,0.747988339648733,"55322","C5orf22","chromosome 5 open reading frame 22"
"ENSG00000235961",2.64010866019851,0.616740936346979,3.96147284156967,0.000153020671973523,0.0468241450884735,0.738415799697557,"84968","PNMA6A","PNMA family member 6A"
"ENSG00000119703",1.8273012734407,0.809404729396992,3.94697257648197,0.000161071405425813,0.0468241450884735,0.733364855702313,"79696","ZC2HC1C","zinc finger C2HC-type containing 1C"
"ENSG00000154277",2.82498424041806,6.34914482185415,3.95074244763369,0.00015894016385109,0.0468241450884735,0.70184570171471,"7345","UCHL1","ubiquitin C-terminal hydrolase L1"
"ENSG00000140993",-1.18463566048394,3.56627279871413,-3.9545449339571,0.000156817847559759,0.0468241450884735,0.689065194022429,"91151","TIGD7","tigger transposable element derived 7"
"ENSG00000197565",4.10739430193201,2.80668556568747,3.92705477835833,0.00017279343475653,0.0478270168669724,0.6835672239684,"1288","COL4A6","collagen type IV alpha 6 chain"
"ENSG00000147536",-1.09311590903981,2.9927319103465,-3.92222231557981,0.00017575811927301,0.0481355236552123,0.629480675232728,"84296","GINS4","GINS complex subunit 4"
"ENSG00000113460",-1.17084539236308,4.87549264958563,-3.94179637688661,0.000164042305149069,0.0468241450884735,0.585451244679983,"55299","BRIX1","biogenesis of ribosomes BRX1"
