"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"hsa03018","RNA degradation",75,0.396875180854755,1.77173851232378,0.000554119412349798,0.00769117744341519,0.00769117744341519,3717,"tags=35%, list=18%, signal=28%","4848/5394/5393/255967/9125/51691/26986/10950/170506/29883/57472/219988/25904/55802/4850/11340/51010/1656/22803/23658/27257/115752/54464/27258/167227/246175",0.477270815362862
"hsa03020","RNA polymerase",34,0.478797136683168,1.76892918891523,0.0039150465469009,0.0377366986604059,0.0377366986604059,368,"tags=21%, list=2%, signal=20%","548644/5440/55703/10621/246721/10623/221830",0.407017918923954
"hsa05332","Graft-versus-host disease",37,0.458816492679719,1.76143536372328,0.00509956931374844,0.0478256905911003,0.0478256905911003,5568,"tags=53%, list=28%, signal=38%","941/942/3117/3812/3123/3111/3113/3458/3109/3122/356/3553/3804/3120/3115/5551/3811/3108/3002/3117",0.407017918923954
"hsa04820","Cytoskeleton in muscle cells",218,-0.327612580801194,-1.7453389224627,1.55133232428539e-05,0.000598124796141144,0.000598124796141144,6854,"tags=47%, list=34%, signal=32%","72/25777/256076/84665/3674/633/270/4627/4620/6711/9172/6645/8048/4000/477/7057/79188/8516/171024/7168/7058/10398/8557/57644/7111/91977/7059/58/2027/7140/476/7791/1829/7169/3673/29767/11155/58498/22801/1278/6444/3693/1462/4621/161176/84675/825/2192/2006/51778/1634/56776/3690/7136/1277/58529/26287/27063/7134/57731/4629/8572/9260/7125/3655/51332/8515/64236/10529/8082/71/7139/1285/23345/3339/6712/27295/5318/5339/2199/2026/25802/127294/1291/3679/23500/1674/29895/1837/1292/6382/9124/7431/1286/3728/2274/1832/1311/1288/1287/64423/3691/3675",0.575610261071129
"hsa04120","Ubiquitin mediated proteolysis",142,0.350768711983412,1.74018651804098,0.000149950989086089,0.00306076430663957,0.00306076430663957,6708,"tags=47%, list=33%, signal=32%","64326/26272/6502/55585/51366/26259/10277/10075/55120/331/57448/7428/90293/8554/7334/9063/54926/51434/83737/3093/57154/672/8065/9320/10477/55284/11059/9039/7337/996/8450/23327/11065/8452/64682/10393/7332/9354/867/7324/25898/8925/7319/10401/7318/868/1642/4214/55294/8697/55236/329/89910/22954/7326/23221/991/246184/29945/4591/7189/389898/330/8916/8453/7323/27338",0.518848077743792
"hsa04612","Antigen processing and presentation",70,0.39844242597873,1.73618964960568,0.00170200594829649,0.0196865354686294,0.0196865354686294,5329,"tags=48%, list=26%, signal=35%","3809/1385/920/5993/3823/1520/8302/3805/3117/6891/3812/4800/3123/3111/3113/3458/3109/5641/3122/972/5721/10437/4261/3804/5994/3120/3115/3811/4801/3108/3822/925/8625/1508",0.45505986738723
"hsa00220","Arginine biosynthesis",20,-0.530472000796273,-1.71248941153202,0.0111796066016874,0.0814466986391138,0.0814466986391138,5562,"tags=55%, list=27%, signal=40%","435/4842/2744/4846/84706/445/27165/162417/2875/4843/2806",0.380730400722792
"hsa00190","Oxidative phosphorylation",128,-0.349196940719967,-1.70436367803372,0.00031447892496293,0.00530028839650259,0.00530028839650259,5891,"tags=43%, list=29%, signal=31%","29796/9551/7388/1352/1337/10312/4713/6389/9167/533/518/374291/4708/4694/4704/54539/4716/1351/4696/4710/4537/521/1327/534/155066/4706/1346/517/125965/4707/509/535/4723/126328/51382/10063/513/7385/10632/4718/56901/4725/1347/1329/8992/4728/4717/516/4695/7386/27089/1350/1340/4724/64077",0.49849310876659
"hsa00790","Folate biosynthesis",26,-0.492775399681239,-1.69777409303341,0.0106066102530083,0.0814466986391138,0.0814466986391138,1962,"tags=31%, list=10%, signal=28%","8644/5860/55034/4338/7054/6697/4337/5092",0.380730400722792
"hsa04650","Natural killer cell mediated cytotoxicity",106,0.361019507304929,1.6895376661859,0.00103961121574198,0.0133609293282395,0.0133609293282395,5490,"tags=44%, list=27%, signal=32%","3809/5058/3845/673/4893/2214/3937/3823/3805/3812/5781/5894/2207/3689/836/7409/6654/5879/3458/10451/4068/4773/5579/6464/399694/356/27040/3683/6850/5290/3804/5533/5534/962/6452/3460/5293/5578/5551/3811/3822/2885/3454/5532/53358/22914/3002",0.45505986738723
